id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fsahara-tests~master~I335edd7095ed1e6c8606b16b254ab7300d25127c,openstack/sahara-tests,master,I335edd7095ed1e6c8606b16b254ab7300d25127c,Add mitaka folder with yaml files,MERGED,2016-03-18 10:37:06.000000000,2016-03-28 10:22:11.000000000,2016-03-28 10:22:11.000000000,448,0,0,294499,fd2583daeb9e71b0947b51e1b0594020e2bc1cb0,,11,4,1,8,13919,Evgeny Sikachev,esikachev,"Add mitaka folder with yaml files

Change-Id: I335edd7095ed1e6c8606b16b254ab7300d25127c
"
openstack%2Fsahara-tests~master~I171cd7969da4ff024b02c9b98f58aac016cf367d,openstack/sahara-tests,master,I171cd7969da4ff024b02c9b98f58aac016cf367d,"Fix for default templates(fake, transient)",MERGED,2016-03-24 09:56:44.000000000,2016-03-28 10:22:06.000000000,2016-03-28 10:22:06.000000000,19,5,0,296981,97cdcc278d20727ea612d5b5b2cecc608f09f802,bug/1561423,9,5,1,2,13919,Evgeny Sikachev,esikachev,"Fix for default templates(fake, transient)

Fixed parsing of plugins without versions
closes-bug: #1561423

Change-Id: I171cd7969da4ff024b02c9b98f58aac016cf367d
"
openstack%2Fneutron~master~I4709548b385cf19156bc0589058a31cb301a6b5f,openstack/neutron,master,I4709548b385cf19156bc0589058a31cb301a6b5f,Add custom SQLAlchemy type for IP addresses,MERGED,2016-02-08 20:56:48.000000000,2016-03-28 10:18:00.000000000,2016-03-16 01:29:05.000000000,162,0,31,277558,8785edc0e7c51844966487dce73fb80902b8e634,ovo,251,30,18,2,19591,Saisrikiran Mudigonda,saisrikiran,"Add custom SQLAlchemy type for IP addresses

Co-Authored-By: Ihar Hrachyshka <ihrachys@redhat.com>
Co-Authored-By: Martin Hickey <martin.hickey@ie.ibm.com>
Change-Id: I4709548b385cf19156bc0589058a31cb301a6b5f
Partial-Bug: #1541928
"
openstack%2Fproject-config~master~Ia729e56c7a7436f66266b04f6ec7727221fb6b3d,openstack/project-config,master,Ia729e56c7a7436f66266b04f6ec7727221fb6b3d,'fuel-abandon' group added to Fuel-related projects,MERGED,2016-03-24 16:36:25.000000000,2016-03-28 10:16:58.000000000,2016-03-28 10:16:58.000000000,23,0,0,297252,339c9c51e4f8bcab38bfe93ef0e9ee03a85dfb9f,,10,7,2,23,12804,Andrey Nikitin,anikitin,"'fuel-abandon' group added to Fuel-related projects

This group added with 'abandon' grant to allow the bot to abandon
Fuel-related request by follow special rules to do it.
This will allow to the 'request-abandon' script to abandon
old requests.

Change-Id: Ia729e56c7a7436f66266b04f6ec7727221fb6b3d
"
openstack%2Fsahara-tests~master~I3c52acf8b2b0ed1682b2e7b51f4a1f295cb78a03,openstack/sahara-tests,master,I3c52acf8b2b0ed1682b2e7b51f4a1f295cb78a03,Add autoregistering of image,MERGED,2016-02-17 14:50:00.000000000,2016-03-28 10:16:47.000000000,2016-03-28 10:16:47.000000000,30,3,12,281315,b01dd356f803efe0adc1b10d00c105a7957c01e7,autoregister,45,7,9,4,13919,Evgeny Sikachev,esikachev,"Add autoregistering of image

You can specify 'image_username' in 'cluster' section and
image will be registered with needed tags.

Change-Id: I3c52acf8b2b0ed1682b2e7b51f4a1f295cb78a03
"
openstack%2Ffuel-ui~master~I26018cb994ebb03abc15da7d3c4df07d8cb12861,openstack/fuel-ui,master,I26018cb994ebb03abc15da7d3c4df07d8cb12861,Add fixed test which checks that settings are unlocked after deployment,MERGED,2016-03-25 17:24:45.000000000,2016-03-28 10:13:26.000000000,2016-03-28 10:13:26.000000000,59,0,1,297777,10c845b1bd1af7e970a1eb4ef09a5af366e73cc9,bp/unlock-settings-tab,35,6,6,1,8749,Evgeniy L,evgeniyl,"Add fixed test which checks that settings are unlocked after deployment

Change-Id: I26018cb994ebb03abc15da7d3c4df07d8cb12861
See: https://review.openstack.org/#/c/297763/
Implements: blueprint unlock-settings-tab
"
openstack%2Fnetworking-hyperv~master~I2b4e4b5c1cd27cf41e467184620a161734222519,openstack/networking-hyperv,master,I2b4e4b5c1cd27cf41e467184620a161734222519,Checks if rule exists before removing from list,MERGED,2016-03-03 17:15:35.000000000,2016-03-28 10:13:16.000000000,2016-03-28 10:13:16.000000000,5,3,0,287994,b890f229f2897ee2c24bfa4c086f927f0a63a7d4,bug/1562642,23,4,5,2,8213,Claudiu Belu,claudiub,"Checks if rule exists before removing from list

Checks if the rule exists in the old_sg_rules list
before removing it.

Partial-Bug: #1562642

Change-Id: I2b4e4b5c1cd27cf41e467184620a161734222519
"
openstack%2Fsahara~master~Ia1d2b1867c0a4eb5f64264dcb7f6feabc93f1205,openstack/sahara,master,Ia1d2b1867c0a4eb5f64264dcb7f6feabc93f1205,don't create sec group in grenade,ABANDONED,2016-03-25 21:15:18.000000000,2016-03-28 10:13:07.000000000,,5,14,0,297869,1598fee88675f7e736da4c54eca164cc7e1c0763,,5,3,1,2,12038,Vitaly Gridnev,vgridnev,"don't create sec group in grenade

Change-Id: Ia1d2b1867c0a4eb5f64264dcb7f6feabc93f1205
"
openstack%2Fgovernance~master~I619aac6ed82230418d3f5c36b8070bc7646f7fc1,openstack/governance,master,I619aac6ed82230418d3f5c36b8070bc7646f7fc1,Add stable:follows-policy to Oslo deliverables,MERGED,2016-03-14 22:45:09.000000000,2016-03-28 10:01:54.000000000,2016-03-28 10:01:54.000000000,29,0,2,292633,44145af9754dc41feed77def101b0b69d40a1e93,,18,14,2,1,5638,Davanum Srinivas,dims-v,"Add stable:follows-policy to Oslo deliverables

Change-Id: I619aac6ed82230418d3f5c36b8070bc7646f7fc1
"
openstack%2Ffuel-main~master~I97016cf3e6a554f44d839740ba7d210337435cdc,openstack/fuel-main,master,I97016cf3e6a554f44d839740ba7d210337435cdc,xorriso fails to add files with path longer then 240,ABANDONED,2015-09-22 18:55:55.000000000,2016-03-28 09:55:30.000000000,,1,0,0,226502,809c49483cfcd1a6eca5972c7a563f28c4e4ef9d,,8,3,2,1,13895,Artem Silenkov,asilenkov,"xorriso fails to add files with path longer then 240

joliet-long option added to xorriso command line

Change-Id: I97016cf3e6a554f44d839740ba7d210337435cdc
Related-Bug: #1498619
"
openstack%2Fheat~stable%2Fmitaka~I573918c77cf35fe98c6c0fb3eed7f70df39e03d0,openstack/heat,stable/mitaka,I573918c77cf35fe98c6c0fb3eed7f70df39e03d0,"Remove property ""ssh_authorized_key"" from OS::Magnum::BayModel",MERGED,2016-03-24 20:46:31.000000000,2016-03-28 09:54:20.000000000,2016-03-28 09:54:19.000000000,6,5,0,297357,c82b7520954a645edfbce834903e4371d35bec3f,bug/1560284,21,8,2,2,11536,hongbin,hongbin,"Remove property ""ssh_authorized_key"" from OS::Magnum::BayModel

This change marks the ssh_authorized_key property as HIDDEN from
resource OS::Magnum::BayModel due to magnum has removed it in this
patch: https://review.openstack.org/#/c/274452/

Co-Authored-By: Hongbin Lu <hongbin.lu@huawei.com>

Change-Id: I573918c77cf35fe98c6c0fb3eed7f70df39e03d0
Closes-Bug: #1560284
(cherry picked from commit 4ed57d8d5a4e85da30f04cfe20f824de361b0a79)
"
openstack%2Ffuel-main~master~I59f9a69c6462c0a7ae669810deaad562739b781f,openstack/fuel-main,master,I59f9a69c6462c0a7ae669810deaad562739b781f,[WIP] Do not touch localed explicitly,ABANDONED,2015-12-25 17:00:21.000000000,2016-03-28 09:51:22.000000000,,4,4,0,261564,2e8bedb555d12613e06a422488fde27215640993,,5,2,1,2,7562,Dmitry Teselkin,dteselkin,"[WIP] Do not touch localed explicitly

Change-Id: I59f9a69c6462c0a7ae669810deaad562739b781f
"
openstack%2Ffuel-main~master~I832277c8ebd765ef4f1cafcec3792cc1763752dc,openstack/fuel-main,master,I832277c8ebd765ef4f1cafcec3792cc1763752dc,Enable systemd-journald in containers.,ABANDONED,2015-12-15 13:05:02.000000000,2016-03-28 09:48:15.000000000,,2,3,0,257882,8a56bb2a4d33ceb0a8eaaea0f533e7f2885b8009,centos7-master-node,9,13,2,2,18455,Ivan Suzdal,isuzdal,"Enable systemd-journald in containers.

Related-Bug: #1523476

Change-Id: I832277c8ebd765ef4f1cafcec3792cc1763752dc
"
openstack%2Fapi-site~master~Ibd759331d6c9c57937363194129a58929bab587f,openstack/api-site,master,Ibd759331d6c9c57937363194129a58929bab587f,"Fix type of config, name, inputs and action parameters",ABANDONED,2016-03-25 09:26:00.000000000,2016-03-28 09:46:48.000000000,,10,10,0,297593,04603c0e7e873125856d6862fb8738c9d687a0f5,bug/1561877,12,4,4,1,19554,Nam,namnh,"Fix type of config, name, inputs and action parameters

This patch set modified parameters to correct.

For example: In create configuration
+ Type of ""config"" parameter is: String. 
It should be changed: ""xsd:string"".

+ Type of ""name"" parameter is: String. 
It should be changed: ""xsd:string"".

+ Type of ""inputs"" parameter is: String. 
It should be changed: ""xsd:string"".

+ Type of ""action"" parameter is: String. 
It should be changed: ""xsd:string"".

+ Type of ""status_reason"" parameter is: String. 
It should be changed: ""xsd:string"".

Change-Id: Ibd759331d6c9c57937363194129a58929bab587f
Closes-Bug: #1561877
"
openstack%2Fopenstack-manuals~master~Id0a5f69c86be605cab78d1c40eaeec16f9221e62,openstack/openstack-manuals,master,Id0a5f69c86be605cab78d1c40eaeec16f9221e62,Delete the not exist link url,MERGED,2016-03-27 11:41:22.000000000,2016-03-28 09:38:26.000000000,2016-03-28 09:38:25.000000000,0,4,0,298032,06dc63f4e161269709074a2e46500c1f9464c808,bug_1562494,8,3,1,1,14151,ziyu032,ziyu032,"Delete the not exist link url

When click the href 'How To Custom Brand The OpenStack “Horizon” Dashboard',
it will cast 404 error. This patch delete the not exist link url.

Change-Id: Id0a5f69c86be605cab78d1c40eaeec16f9221e62
Closes-Bug: #1562494
"
openstack%2Fdevstack~master~I77c8c2019fb8b8174cdfaed3e56ebf728f0732b7,openstack/devstack,master,I77c8c2019fb8b8174cdfaed3e56ebf728f0732b7,Add dependency for hexdump,MERGED,2016-03-17 17:22:19.000000000,2016-03-28 09:32:11.000000000,2016-03-23 23:06:36.000000000,19,0,4,294191,d99c29032bb0cc89ffe6874c7b879b84897ff0b0,bug/1558672,83,10,11,4,7128,Mark Vanderwiel,kramvan,"Add dependency for hexdump

hexdump is used in common function generate_hex_string which is
used by nova and heat.  The current general dependencies do not
have this dependency covered, instead it is usually pulled in by
other implicit dependencies when a full devstack is built. In
cases where only a subset is built (like just Heat and keystone)
hexdump is missing.

Added unit tests for the generate_hex_string function.

Depends-On: Ib47d802a31a0f4c2a49daa7e6698e37c70a2365a
Change-Id: I77c8c2019fb8b8174cdfaed3e56ebf728f0732b7
Closes-Bug: #1558672
"
openstack%2Ffuel-qa~master~I2a636c72454809e59545ec20c3cb52124fd9753a,openstack/fuel-qa,master,I2a636c72454809e59545ec20c3cb52124fd9753a,Python3 code compatibility: Stage2.2 - API changes,MERGED,2016-02-24 10:25:12.000000000,2016-03-28 09:29:17.000000000,2016-03-28 09:29:17.000000000,174,102,0,284051,79de91cdc09cb7b38094ac73ad4e15ea3af52703,bp/fuel-qa-python3-compatibility,195,23,33,25,19119,Alexey Stepanov,penguinolog,"Python3 code compatibility: Stage2.2 - API changes

six library usage is enabled for non transparent compatible code

blueprint fuel-qa-python3-compatibility

Change-Id: I2a636c72454809e59545ec20c3cb52124fd9753a
"
openstack%2Ffuel-qa~master~I91d4727c8d742ea8f41d7e047f3d1a790a2122a1,openstack/fuel-qa,master,I91d4727c8d742ea8f41d7e047f3d1a790a2122a1,Enable collecting of all fixtures files from cluster nodes,MERGED,2016-02-25 15:16:16.000000000,2016-03-28 09:19:11.000000000,2016-03-28 09:19:11.000000000,75,14,13,284758,03a28bd3cce349c9a70540a1940ef0e5774c326d,284758,133,18,21,2,9588,Sergey Novikov,snovikov,"Enable collecting of all fixtures files from cluster nodes

Change-Id: I91d4727c8d742ea8f41d7e047f3d1a790a2122a1
Closes-Bug: 1561987
"
openstack%2Fpython-openstackclient~master~I8c6c99d5272ff5d410a449f73d198d834c5cd96e,openstack/python-openstackclient,master,I8c6c99d5272ff5d410a449f73d198d834c5cd96e,Refactor security group rule create to use SDK,MERGED,2016-03-17 15:57:01.000000000,2016-03-28 09:16:23.000000000,2016-03-28 09:16:23.000000000,434,345,12,294118,d90650796217fbb9cdd19297ee6ff59f0e009413,bug/1519512,21,5,4,9,8410,Richard Theis,rtheis,"Refactor security group rule create to use SDK

Refactored the 'os security group rule create' command to use the
SDK when neutron is enabled, but continue to use the nova client
when nova network is enabled.

Added a release note for the change in security group rules output
due to Network v2.

Change-Id: I8c6c99d5272ff5d410a449f73d198d834c5cd96e
Partial-Bug: #1519512
Implements: blueprint neutron-client
"
openstack%2Ffuel-main~master~Idbbd418fba83de468529dbd7114ac655ba0c7cb9,openstack/fuel-main,master,Idbbd418fba83de468529dbd7114ac655ba0c7cb9,[WIP] CentOS7 Support (supervisord),ABANDONED,2015-10-30 12:01:34.000000000,2016-03-28 09:13:16.000000000,,1717,971,0,240516,c6819eff19576a97622b4694c8bd595b2d9ba899,centos7-master-node-wip,304,4,74,76,18455,Ivan Suzdal,isuzdal,"[WIP] CentOS7 Support (supervisord)

Based on https://review.openstack.org/#/c/232222/140

Migrate from systemd to supervisord

Change-Id: Idbbd418fba83de468529dbd7114ac655ba0c7cb9
"
openstack%2Ffuel-main~master~I67fa83d921454422c8fa3fa6eb07200f844ad544,openstack/fuel-main,master,I67fa83d921454422c8fa3fa6eb07200f844ad544,Fix for systemd-localed,ABANDONED,2015-12-30 10:06:08.000000000,2016-03-28 09:12:37.000000000,,5,5,0,262439,86da0d68e1c065c38e528667bc0b551804ff9b0e,centos7-master-node,6,4,1,2,18455,Ivan Suzdal,isuzdal,"Fix for systemd-localed

Change-Id: I67fa83d921454422c8fa3fa6eb07200f844ad544
"
openstack%2Fsenlin~master~Ib0ff2f7b5b0a95f12ababfde81922733497a7792,openstack/senlin,master,Ib0ff2f7b5b0a95f12ababfde81922733497a7792,Add global API version check for micronversion,MERGED,2016-03-28 02:37:06.000000000,2016-03-28 09:05:37.000000000,2016-03-28 09:05:37.000000000,32,4,0,298081,933dff77009ea3ce2e9b86b24b68f3ac5a2ffe59,bp/api-microversioning,9,3,1,3,8246,Qiming Teng,tengqm,"Add global API version check for micronversion

This patch adds a globa check for API version requested and see if it
falls within the global version range. The minimum version as of now is
1.0 and the maximum version is 1.1.

Change-Id: Ib0ff2f7b5b0a95f12ababfde81922733497a7792
partial-bp: api-microversioning
"
openstack%2Fcinder~master~I149b3a4764a2637e26106f3456f182d3eab9460c,openstack/cinder,master,I149b3a4764a2637e26106f3456f182d3eab9460c,Imported Translations from Zanata,MERGED,2016-03-05 06:34:28.000000000,2016-03-28 08:40:12.000000000,2016-03-05 21:11:03.000000000,832,943,0,288852,eda7bc39ac183adeb9344836f2d38a9bc806531c,zanata/translations,37,16,1,16,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I149b3a4764a2637e26106f3456f182d3eab9460c
"
openstack%2Fceilometer~master~Ia028b28b500bb84920e7895aa76b6f0e6b646e10,openstack/ceilometer,master,Ia028b28b500bb84920e7895aa76b6f0e6b646e10,Fix typos in comments and Log messages,ABANDONED,2016-03-28 06:51:13.000000000,2016-03-28 08:35:02.000000000,,14,14,0,298118,06af2237a3b53cab5785cdc9cf17722f31c16e76,fix_typos_in_some_source_files,4,2,1,12,18320,Dao Cong Tien,TienDC,"Fix typos in comments and Log messages

Change-Id: Ia028b28b500bb84920e7895aa76b6f0e6b646e10
"
openstack%2Ffuel-qa~master~Ie9ad7270d2026a8eba450cd0525a785fdf9417c3,openstack/fuel-qa,master,Ie9ad7270d2026a8eba450cd0525a785fdf9417c3,Fix mistype in pylint ignore block,MERGED,2016-03-28 07:58:35.000000000,2016-03-28 08:28:18.000000000,2016-03-28 08:28:18.000000000,2,2,0,298138,a3775ffb6d7cb232e57a0fc72c5b337c3a6d490f,bug/1561687,16,11,2,1,19119,Alexey Stepanov,penguinolog,"Fix mistype in pylint ignore block

Fix mistype in pylint ignore block
(+3 warnings was produced by this mistype)

Change-Id: Ie9ad7270d2026a8eba450cd0525a785fdf9417c3
Related-bug: #1561687
"
openstack%2Fopenstack-manuals~master~I0be1c7e5f06d2ec43507e14b894cf1e2ce0c9283,openstack/openstack-manuals,master,I0be1c7e5f06d2ec43507e14b894cf1e2ce0c9283,Remove deprecated options from NFS driver,ABANDONED,2016-03-12 07:56:06.000000000,2016-03-28 08:24:02.000000000,,2623,2663,0,292001,bcf15f06a0664aa8ae6997dff27305e788db928c,bug/1541186,10,4,3,3,8358,zhangguoqing,zhangguoqing,"Remove deprecated options from NFS driver

nfs_used_ratio and nfs_oversub_ratio

Change-Id: I0be1c7e5f06d2ec43507e14b894cf1e2ce0c9283
Closes-Bug: #1541186
"
openstack%2Fos-win~master~I67922e7eaf49f45b324b2f6fcd6a50e66854e39b,openstack/os-win,master,I67922e7eaf49f45b324b2f6fcd6a50e66854e39b,Fixes vmutils take_vm_snapshot method,MERGED,2016-03-28 04:08:57.000000000,2016-03-28 08:14:15.000000000,2016-03-28 08:14:15.000000000,11,5,0,298095,5f7b473343e83bcfebcdd082bec36e6312283914,bug/1562691,13,2,1,2,8213,Claudiu Belu,claudiub,"Fixes vmutils take_vm_snapshot method

On Windows / Hyper-V Server 2012, Msvm_MostCurrentSnapshotInBranch
objects cannot be retrieved by their Antecedent field.
The resulting list is empty, even though the snapshots and
objects exist.

Change-Id: I67922e7eaf49f45b324b2f6fcd6a50e66854e39b
Closes-Bug: #1562691
"
openstack%2Fheat~master~Ie79338cc10cc101fbf15b51c7923e3a7b8e4fbb4,openstack/heat,master,Ie79338cc10cc101fbf15b51c7923e3a7b8e4fbb4,Create integration tests requirements on the fly,MERGED,2015-08-31 15:56:36.000000000,2016-03-28 08:07:39.000000000,2016-03-28 08:07:39.000000000,105,28,10,218929,dd50ac63523167b50d5793a0f634a3a049c15c9f,bug/1490866,51,7,11,6,9542,Pavlo Shchelokovskyy,pshchelo,"Create integration tests requirements on the fly

The problem of integration tests was that they use their own
requirements.txt that is unable to auto-sync with global requirements.

This patch removes dedicated requirements.txt and replaces it with a
stub file listing names (and possibly versions) of the packages needed.
Then a special script parses this stub file, and for every package
that is present in main project requirements files it pulls the versions
from main project requirements, generating and installing requirements
for the integration tests on the fly.

This will help keeping requirements for the integration tests always in
sync with main project requirements.

Change-Id: Ie79338cc10cc101fbf15b51c7923e3a7b8e4fbb4
Closes-Bug: #1490866
"
openstack%2Fmanila~master~Iea73bd34b94919d77ebe17cf054dde1f580384be,openstack/manila,master,Iea73bd34b94919d77ebe17cf054dde1f580384be,LXC/LXD driver,MERGED,2015-11-16 12:59:40.000000000,2016-03-28 08:07:20.000000000,2016-03-02 20:13:28.000000000,1896,28,362,245751,4f74b224fad7bf9ca665d70a66c79c98cf8d5674,bp/lxc-driver,495,23,52,14,14232,Igor Malinovskiy,imalinovskiy,"LXC/LXD driver

This driver exploits a container as a share server instead
of a virtual machine. The container acts as a NFS/CIFS server
and shares logical volume attached to it. The volume gets created
simultaneously to the container  on a host in a volume group
specified by the user. Currently NFS is limited to v3 since the
only userspace NFS server that works in a container out of the box
seems to be unfs3. Later it will be replaced with nfs-ganesha.

Co-Authored-By: Alexey Ovchinnikov <aovchinnikov@mirantis.com>

Implements: blueprint lxc-driver

Depends-On: Ib1896997f2e7a505b5bf8ec0c9e5ee35942f79a6

Change-Id: Iea73bd34b94919d77ebe17cf054dde1f580384be
"
openstack%2Fneutron~master~I202e5c99b1791f4b93300873820adaeb61d15f5d,openstack/neutron,master,I202e5c99b1791f4b93300873820adaeb61d15f5d,(WIP) just for sharing,ABANDONED,2016-03-01 14:36:59.000000000,2016-03-28 08:05:09.000000000,,719,29,0,286631,563946b840e7f78d36b2aaad269272c05c04ca06,rpc-upgrades-int,34,14,3,24,8788,Miguel Angel Ajo,mangelajo,"(WIP) just for sharing

Change-Id: I202e5c99b1791f4b93300873820adaeb61d15f5d
"
openstack%2Fopenstack-manuals~master~I0a0dcbb7dc71658a6246b9d137554b24cd5215f8,openstack/openstack-manuals,master,I0a0dcbb7dc71658a6246b9d137554b24cd5215f8,Marks the explicit as ini for 'code-block' syntax.,MERGED,2016-03-28 02:48:38.000000000,2016-03-28 07:51:50.000000000,2016-03-28 07:51:50.000000000,1,1,2,298082,7c66162147f50aab5599bdb7b6d0c816f9cfc5cc,clarify_code_block_image_guide,12,5,2,1,17958,NGUYEN TUONG THANH,thanhnt,"Marks the explicit as ini for 'code-block' syntax.

This patch marks the explicit as console for 'code-block' syntax in
OpenStack Linux image requirements guide.

Change-Id: I0a0dcbb7dc71658a6246b9d137554b24cd5215f8
"
openstack%2Fproject-config~master~Id2c3d72b56252514ff584cca2f6892f4179af1cf,openstack/project-config,master,Id2c3d72b56252514ff584cca2f6892f4179af1cf,Normalize projects.yaml,MERGED,2016-03-28 06:28:08.000000000,2016-03-28 07:46:17.000000000,2016-03-28 07:46:17.000000000,0,1,0,298114,a040411595a3032e89219e8e0b36eb75ed561814,project-yaml-normalization,6,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Normalize projects.yaml

Change-Id: Id2c3d72b56252514ff584cca2f6892f4179af1cf
"
openstack%2Foperations-guide~master~I210a0b595c5783ab67af5454d97f0c680c1f8945,openstack/operations-guide,master,I210a0b595c5783ab67af5454d97f0c680c1f8945,Updated from openstack-manuals,MERGED,2016-03-28 07:05:41.000000000,2016-03-28 07:34:51.000000000,2016-03-28 07:34:51.000000000,6,7,0,298128,f38175d950b891a7442e9f3f2c69d1e158eac7bb,openstack/openstack-manuals,8,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Updated from openstack-manuals

Change-Id: I210a0b595c5783ab67af5454d97f0c680c1f8945
"
openstack%2Fneutron~master~Ibe097dd5c1d1f5a2ce9f49fe9396da61c7e05cb5,openstack/neutron,master,Ibe097dd5c1d1f5a2ce9f49fe9396da61c7e05cb5,Effective Neutron: some notes about deprecation,MERGED,2016-03-23 18:39:38.000000000,2016-03-28 07:31:30.000000000,2016-03-28 07:25:32.000000000,22,0,6,296664,6195a1a79b39c540432bf3cc95d69f2ac06776fa,devref-deprecated,49,14,4,1,6524,Henry Gessau,gessau,"Effective Neutron: some notes about deprecation

Change-Id: Ibe097dd5c1d1f5a2ce9f49fe9396da61c7e05cb5
"
openstack%2Fmagnum~master~I6d2441664ad1baaca14d0e6ff4bcddbe75bee094,openstack/magnum,master,I6d2441664ad1baaca14d0e6ff4bcddbe75bee094,Add flannel's host-gw backend option,MERGED,2015-11-05 04:34:18.000000000,2016-03-28 07:30:30.000000000,2016-03-28 07:30:30.000000000,95,133,30,241866,14909f0944649b4de7eb5c8785162defaad0d55a,bug/1518605,123,12,10,23,11279,Angus Lees,gus,"Add flannel's host-gw backend option

Allow configuring Flannel with 3 different backends

Magnum deploys k8s/swarm over a dedicated neutron private network,
possibly using flannel.  Flannel's `host-gw` backend gives the best
performance in this topopolgy (private layer2): no packet processing
overhead, no reduction to MTU, scales to many hosts as well as the
alternatives.  The performance difference is significant, see bug for
performance numbers for the 3 backend options.

Note that part of this change involves relaxing the minion IP spoofing
rules to allow traffic from all dynamically-allocated flannel subnets.
This is morally equivalent to what we were doing previously with
encapsulation - only now neutron is able to see the inner IP header
directly.

This patch repurposes the label ""flannel_use_vxlan"" when the network
driver is flannel.

1. Rename the label flannel_use_vxlan to flannel_backend
2. Redefine the value of this label from ""yes/no""
   to ""udp/vxlan/host-gw""

For example, to create a bay model with flannel as network driver:
--network-driver flannel --labels flannel_backend=host-gw

Other backend options are udp and vxlan.

Co-Authored-By: Ton Ngo <ton@us.ibm.com>
Partial-Bug: #1518605
Closes-Bug: #1516789
Change-Id: I6d2441664ad1baaca14d0e6ff4bcddbe75bee094
"
openstack%2Fvitrage~master~I018b846462894637371654d7eba63a377577e233,openstack/vitrage,master,I018b846462894637371654d7eba63a377577e233,first stage in neutron plugin,MERGED,2016-03-27 12:53:07.000000000,2016-03-28 07:07:44.000000000,2016-03-28 07:07:44.000000000,232,4,0,298037,c36a900d202a5e07ff0066c925412db9c0810965,eyalb/neutron_plugin,6,2,1,12,19134,Eyal,eyalb,"first stage in neutron plugin

Change-Id: I018b846462894637371654d7eba63a377577e233
"
openstack%2Fkolla~stable%2Fmitaka~I3c298ae08ec4645f384ea5829cb0851fe82f4557,openstack/kolla,stable/mitaka,I3c298ae08ec4645f384ea5829cb0851fe82f4557,Add reno support,MERGED,2016-03-26 16:29:56.000000000,2016-03-28 06:56:40.000000000,2016-03-28 06:56:39.000000000,306,1,0,297959,f7fc25d02bbf98ce9a14960cd8d2033a26bd07a2,bp/add-reno,9,4,1,12,2834,Steven Dake,sdake,"Add reno support

For proper release note generation on the releases.openstack.org
website, this change will need to be backported into mitaka and
liberty as well.  Then a special one-file reno file will have to
be added for mitaka describing the features and the same story
for liberty.

See log of the discussion here:
http://eavesdrop.openstack.org/irclogs/%23openstack-release/%23openstack-release.2016-03-23.log.html#t2016-03-23T18:00:05

Change-Id: I3c298ae08ec4645f384ea5829cb0851fe82f4557
Partially-Implements: blueprint add-reno
(cherry picked from commit 801ef2e84346b7e94868a3f9730d3e50a95fd037)
"
openstack%2Ftempest~master~Ic017d468cc1478d8207ba482f161ed63c9b168fe,openstack/tempest,master,Ic017d468cc1478d8207ba482f161ed63c9b168fe,"Use common ""waiters.wait_for_snapshot_status"" function everywhere",MERGED,2016-03-25 04:21:06.000000000,2016-03-28 06:50:56.000000000,2016-03-28 04:36:26.000000000,13,52,6,297506,667aaa23d2d975d89c3f94a0ac1026eb7c5c9056,(HEAD,36,9,7,7,7428,Yaroslav Lobankov,ylobankov,"Use common ""waiters.wait_for_snapshot_status"" function everywhere

In Tempest we have the waiters.wait_for_snapshot_status function that
is already used in some places. So this commit replaces the use of the
wait_for_snapshot_status method defined in the base_snapshots_client.py
file with the use of the waiters.wait_for_snapshot_status function.

Change-Id: Ic017d468cc1478d8207ba482f161ed63c9b168fe
"
openstack%2Fopenstack-manuals~master~I976e86f99bf0b4e408bd0f9855262d70799d25b2,openstack/openstack-manuals,master,I976e86f99bf0b4e408bd0f9855262d70799d25b2,Imported Translations from Zanata,MERGED,2016-03-28 06:17:27.000000000,2016-03-28 06:48:24.000000000,2016-03-28 06:48:23.000000000,1236,352,0,298111,07c00bac1c54870ff1388bddfc7ce58d9d4ffc4a,zanata/translations,6,2,1,12,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I976e86f99bf0b4e408bd0f9855262d70799d25b2
"
openstack%2Fkeystone~master~I424ff6129d4ddcd63fb2bed4eabcbe910ab0153e,openstack/keystone,master,I424ff6129d4ddcd63fb2bed4eabcbe910ab0153e,Update dev docs and sample script for v3/bootstrap,MERGED,2016-03-09 22:59:56.000000000,2016-03-28 06:38:34.000000000,2016-03-28 06:38:33.000000000,56,74,11,290897,f7983d4bdf4da1c21da4a37229ea8fca28072cc6,dev_docs,27,6,6,2,8482,Colleen Murphy,krinkle,"Update dev docs and sample script for v3/bootstrap

The default value for the admin_token parameter was removed from the
sample config file in ea952bd2, so the recommendation in the developer
documentation to use it without first setting it will result in an
error. This patch updates the developer documentation and the
sample_data.sh script to use the Identity v3 API and to follow the
latest recommendations for bootstrapping an admin user with which to
insert sample data.

Change-Id: I424ff6129d4ddcd63fb2bed4eabcbe910ab0153e
"
